id,school,location,date,description,L1,L2,clearance,actions,notes
8424,Roseway Heights Middle School,Room 182 (counter clockwise from door) (1) ,1/12/02,Sink faucet for washing ,6,0,,,
8425,Roseway Heights Middle School,Room 185 back to back with far sink ,1/12/02,Sink faucet for washing ,0,0,,,
8426,Roseway Heights Middle School,Room 185 farthest from door ,1/12/02,Sink faucet for washing ,0,0,,,
8427,Roseway Heights Middle School,Room 185 Near Window ,1/12/02,Sink faucet for washing ,36,0,,,
8428,Roseway Heights Middle School,Room 185B Photography ,1/12/02,Sink faucet for washing ,0,0,,,
8429,Roseway Heights Middle School,Room 187 on front counter near blackboard ,1/12/02,Sink faucet for washing ,11,0,,,
8430,Roseway Heights Middle School,Room 187 on rear counter ,1/12/02,Sink faucet for washing ,12,0,,,
8431,Roseway Heights Middle School,Room 189 Sink 1 (counterclockwise from door),1/12/02,Sink faucet for washing ,13,0,,,
8432,Roseway Heights Middle School,Room 189 Sink 2 ,1/12/02,Sink faucet for washing ,15,0,,,
8433,Roseway Heights Middle School,Room 214 ,1/12/02,Sink faucet for washing ,23,0,,,
8434,Roseway Heights Middle School,Room 225 ,1/12/02,Sink faucet for washing ,0,0,,,
8435,Sabin Elementary School,Boiler room ,8/30/01,Service Connection ,0,0,,,
8436,Sabin Elementary School,Hall near gym ,8/30/01,Central double bubbler ,49,49,,,
8437,Sabin Elementary School,Hall near room 108 ,8/30/01,Central double bubbler ,30,17,,,
8438,Sabin Elementary School,Hall near room 210 (east end) ,8/30/01,Central double bubbler ,15,8,,,
8439,Sabin Elementary School,Kindergarten ,8/30/01,Central single bubbler ,9,9,,,
8440,Sabin Elementary School,Kitchen (Food Prep) ,8/30/01,Sink for drinking ,29,0,,,
8441,Sabin Elementary School,Library ,8/30/01,Chicago sink drinker ,84,18,,,
8442,Sabin Elementary School,Near auditorium (west end) ,8/30/01,Central double bubbler ,21,0,,,
8443,Sabin Elementary School,Near room 302 ,8/30/01,Central double bubbler ,17,0,,,
8444,Sabin Elementary School,Near room 304 ,8/30/01,Central double bubbler ,14,7,,,
8445,Sabin Elementary School,P1 ,8/30/01,Sink for drinking ,50,0,,,
8446,Sabin Elementary School,P4 ,8/30/01,Chicago sink drinker ,12,9,,,
8447,Sabin Elementary School,Room 105 ,8/30/01,Chicago sink drinker ,28,10,,,
8448,Sabin Elementary School,Room 109 ,8/30/01,Central single bubbler ,23,22,,,
8449,Sabin Elementary School,Room 113 ,8/30/01,Kholer sink drinker ,79,78,,,
8450,Sabin Elementary School,Room 200 ,8/30/01,Central sink drinker ,15,13,,,
8451,Sabin Elementary School,Room 205 ,8/30/01,Chicago sink drinker ,9,5,,,
8452,Sabin Elementary School,Room 221 ,8/30/01,Haws sink drinker ,33,25,,,
8453,Sabin Elementary School,Room 222 ,8/30/01,Haws sink drinker ,49,14,,,
8454,Sabin Elementary School,Boiler Room ,12/27/01,Sink faucet for washing ,0,0,,,
8455,Sabin Elementary School,Boys Class 217 (1) ,12/27/01,Sink faucet for washing ,9,0,,,
8456,Sabin Elementary School,Boys Class 217 (2) ,12/27/01,Sink faucet for washing ,10,0,,,
8457,Sabin Elementary School,Boys Restroom 3rd Floor (1) ,12/27/01,Sink faucet for washing ,6,0,,,
8458,Sabin Elementary School,Boys Restroom 3rd Floor (2) ,12/27/01,Sink faucet for washing ,6,0,,,
8459,Sabin Elementary School,Boys Restroom 3rd Floor (3) ,12/27/01,Sink faucet for washing ,0,0,,,
8460,Sabin Elementary School,Boys Restroom Near Boiler Room 1 ,12/27/01,Sink faucet for washing ,0,0,,,
8461,Sabin Elementary School,Boys Restroom Near Boiler Room 2 ,12/27/01,Sink faucet for washing ,0,0,,,
8462,Sabin Elementary School,Boys Restroom Near P-4 ,12/27/01,Sink faucet for washing ,10,0,,,
8463,Sabin Elementary School,Boys Restroom Near Rm 116 (1) ,12/27/01,Sink faucet for washing ,12,0,,,
8464,Sabin Elementary School,Boys Restroom Near Rm 116 (2) ,12/27/01,Sink faucet for washing ,12,0,,,
8465,Sabin Elementary School,Cafâ€™Â© (1) ,12/27/01,Sink faucet for washing ,31,0,,,
8466,Sabin Elementary School,Cafâ€™Â© (2) ,12/27/01,Sink faucet for washing ,24,0,,,
8467,Sabin Elementary School,Class 208 ,12/27/01,Sink faucet for washing ,23,0,,,
8468,Sabin Elementary School,Class 219 ,12/27/01,Sink faucet for washing ,84,0,,,
8469,Sabin Elementary School,Class 220 ,12/27/01,Sink faucet for washing ,23,0,,,
8470,Sabin Elementary School,Class 220 C ,12/27/01,Sink faucet for washing ,8,0,,,
8471,Sabin Elementary School,Class 221 ,12/27/01,Sink faucet for washing ,54,0,,,
8472,Sabin Elementary School,Class 222 ,12/27/01,Sink faucet for washing ,51,0,,,
8473,Sabin Elementary School,Faculty Restroom 2nd Floor ,12/27/01,Sink faucet for washing ,8,0,,,
8474,Sabin Elementary School,Girls Restroom (1) ,12/27/01,Sink faucet for washing ,5,0,,,
8475,Sabin Elementary School,Girls Restroom (2) ,12/27/01,Sink faucet for washing ,6,0,,,
8476,Sabin Elementary School,Girls Restroom 308 (1) ,12/27/01,Sink faucet for washing ,0,0,,,
8477,Sabin Elementary School,Girls Restroom 308 (2) ,12/27/01,Sink faucet for washing ,0,0,,,
8478,Sabin Elementary School,Girls Restroom Near Boiler Room (1) ,12/27/01,Sink faucet for washing ,12,0,,,
8479,Sabin Elementary School,Girls Restroom Near P-4 ,12/27/01,Sink faucet for washing ,21,0,,,
8480,Sabin Elementary School,Girls Restroom Near Rm 116 ,12/27/01,Sink faucet for washing ,6,0,,,
8481,Sabin Elementary School,Hall near gym ,12/27/01,Elkay double bubbler ,17,0,,,
8482,Sabin Elementary School,Hall near room 108 ,12/27/01,Elkay double bubbler ,6,0,,,
8483,Sabin Elementary School,Hall near room 210 (east end) ,12/27/01,Elkay double bubbler ,10,0,,,
8484,Sabin Elementary School,Library ,12/27/01,Elkay single bubbler ,116,0,,,
8485,Sabin Elementary School,Library 1st Floor ,12/27/01,Sink faucet for washing ,12,0,,,
8486,Sabin Elementary School,Near auditorium (west end) ,12/27/01,Elkay double bubbler ,15,0,,,
8487,Sabin Elementary School,Near room 302 ,12/27/01,Elkay double bubbler ,8,0,,,
8488,Sabin Elementary School,Office 2nd Floor ,12/27/01,Sink faucet for washing ,9,0,,,
8489,Sabin Elementary School,P-1 (1) ,12/27/01,Sink faucet for washing ,23,0,,,
8490,Sabin Elementary School,P-1 (2) Bathroom ,12/27/01,Sink faucet for washing ,0,0,,,
8491,Sabin Elementary School,P-2 (1) Bathroom ,12/27/01,Sink faucet for washing ,6,0,,,
8492,Sabin Elementary School,P-2 (2) Bathroom ,12/27/01,Sink faucet for washing ,7,0,,,
8493,Sabin Elementary School,P-5 ,12/27/01,Sink faucet for washing ,0,0,,,
8494,Sabin Elementary School,P-6 ,12/27/01,Sink faucet for washing ,0,0,,,
8495,Sabin Elementary School,Portable 1 ,12/27/01,Elkay single bubbler ,0,0,,,
8496,Sabin Elementary School,Room 105 ,12/27/01,Sink faucet for washing ,38,0,,,
8497,Sabin Elementary School,Room 105 ,12/27/01,Elkay single bubbler ,66,0,,,
8498,Sabin Elementary School,Room 109 ,12/27/01,Sink faucet for washing ,61,0,,,
8499,Sabin Elementary School,Room 109 ,12/27/01,Elkay single bubbler ,42,10,,,
8500,Sabin Elementary School,Room 111 ,12/27/01,Sink faucet for washing ,10,0,,,
8501,Sabin Elementary School,Room 113 ,12/27/01,Sink faucet for washing ,30,0,,,
8502,Sabin Elementary School,Room 113 ,12/27/01,Elkay single bubbler ,17,0,,,
8503,Sabin Elementary School,Room 200 ,12/27/01,Elkay single bubbler ,0,0,,,
8504,Sabin Elementary School,Room 200 ,12/27/01,Sink faucet for washing ,19,0,,,
8505,Sabin Elementary School,Room 221 ,12/27/01,Elkay double bubbler ,6,12,,,
8506,Sabin Elementary School,Room 222 ,12/27/01,Elkay double bubbler ,21,7,,,
8507,Sabin Elementary School,Room 304 A ,12/27/01,Sink faucet for washing ,13,0,,,
8508,Sabin Elementary School,Room 304 B ,12/27/01,Sink faucet for washing ,0,0,,,
8509,Sabin Elementary School,Skip - FAUCET OFF ,12/27/01,Sink faucet for washing,NULL,0,,,
8510,Sabin Elementary School,Teacher's lounge ,12/27/01,Chicago single bubbler ,17,6,,,
8511,Sabin Elementary School,Kitchen (Food Prep) ,1/3/02,Sink for drinking ,42,7,,,
8512,Sabin Elementary School,Hall near gym ,1/17/02,Elkay double bubbler ,7,0,,,
8513,Sabin Elementary School,Hall near room 210 (east end) ,1/17/02,Elkay double bubbler ,16,0,,,
8514,Sabin Elementary School,Kitchen (Food Prep) ,1/17/02,Sink for drinking ,10,9,,,
8515,Sabin Elementary School,Library ,1/17/02,Elkay single bubbler ,0,0,,,
8516,Sabin Elementary School,Near auditorium (west end) ,1/17/02,Elkay double bubbler ,6,0,,,
8517,Sabin Elementary School,Room 105 ,1/17/02,Elkay single bubbler ,8,0,,,
8518,Sabin Elementary School,Room 109 ,1/17/02,Elkay single bubbler ,0,0,,,
8519,Sabin Elementary School,Room 113 ,1/17/02,Elkay single bubbler ,0,0,,,
8520,Sabin Elementary School,Room 222 ,1/17/02,Elkay double bubbler ,0,0,,,
8521,Sabin Elementary School,Teacher's lounge ,1/17/02,Chicago single bubbler ,0,0,,,
8522,Sabin Elementary School,Hall near room 210 (east end) ,2/14/02,Elkay double bubbler ,6,0,,,
8523,Sacajawea Head Start,Boiler room ,8/28/01,Service Connection ,0,0,,,
8524,Sacajawea Head Start,Custodial Closet ,8/28/01,Service Connection ,12,1,,,
8525,Sacajawea Head Start,Custodial closet across from rm. 103 ,8/28/01,Service Connection ,7,0,,,
8526,Sacajawea Head Start,Faculty room 102 ,8/28/01,Sink (coffee) ,15,8,,,
8527,Sacajawea Head Start,Hall near room 106 ,8/28/01,Elkay single bubbler ,6,2,,,
8528,Sacajawea Head Start,Kitchen ,8/28/01,Sink for drinking ,3,0,,,
8529,Sacajawea Head Start,Near room 100 ,8/28/01,Service Connection ,19,6,,,
8530,Sacajawea Head Start,Near room 101 ,8/28/01,Central single bubbler ,7,6,,,
8531,Sacajawea Head Start,Room 100 (fountain removed) ,8/28/01,Crane single bubbler ,20,14,,,
8532,Sacajawea Head Start,Room 101 ,8/28/01,Crane single bubbler ,30,12,,,
8533,Sacajawea Head Start,Room 103 ,8/28/01,Chicago sink drinker ,56,15,,,
8534,Sacajawea Head Start,Room 104 ,8/28/01,Chicago sink drinker ,89,17,,,
8535,Sacajawea Head Start,Room 105 ,8/28/01,Chicago sink drinker ,35,13,,,
8536,Sacajawea Head Start,Room 106 ,8/28/01,Chicago sink drinker ,22,11,,,
8537,Sacajawea Head Start,Room 108 ,8/28/01,Chicago sink drinker ,33,13,,,
8538,Sacajawea Head Start,Room 109 ,8/28/01,Chicago sink drinker ,14,7,,,
8539,Sacajawea Head Start,Faculty room 102 (no filter) ,11/8/01,Sink for drinking ,0,0,,,
8540,Sacajawea Head Start,Room 101 ,11/8/01,Crane single bubbler ,0,0,,,
8541,Sacajawea Head Start,Room 103 ,11/8/01,Chicago sink drinker ,0,0,,,
8542,Sacajawea Head Start,Room 104 ,11/8/01,Chicago sink drinker ,0,0,,,
8543,Sacajawea Head Start,Room 105 ,11/8/01,Chicago sink drinker ,0,0,,,
8544,Sacajawea Head Start,Room 106 ,11/8/01,Chicago sink drinker ,0,0,,,
8545,Sacajawea Head Start,Room 108 ,11/8/01,Chicago sink drinker ,5,0,,,
8546,Sacajawea Head Start,Head Start room 101 ,11/14/01,Sink for drinking ,6,0,,,
8547,Sacajawea Head Start,Head Start room 103 ,11/14/01,Sink for drinking ,0,0,,,
8548,Sacajawea Head Start,Head Start room 104 ,11/14/01,Sink for drinking ,0,0,,,
8549,Sacajawea Head Start,Head Start room 105 ,11/14/01,Sink for drinking ,0,0,,,
8550,Sacajawea Head Start,Head start room 106 ,11/14/01,Sink for drinking ,0,6,,,
8551,Sacajawea Head Start,Head Start room 107 ,11/14/01,Sink for drinking ,0,0,,,
8552,Sacajawea Head Start,Head Start room 108 ,11/14/01,Sink for drinking ,9,0,,,
8553,Sacajawea Head Start,Boiler Room (bath) ,12/21/01,Sink faucet for washing ,5,0,,,
8554,Sacajawea Head Start,Boys Restroom (1) ,12/21/01,Sink faucet for washing ,9,0,,,
8555,Sacajawea Head Start,Boys Restroom (1) ,12/21/01,Sink faucet for washing ,7,0,,,
8556,Sacajawea Head Start,Boys Restroom (2) ,12/21/01,Sink faucet for washing ,5,0,,,
8557,Sacajawea Head Start,Boys Restroom (2) ,12/21/01,Sink faucet for washing ,6,0,,,
8558,Sacajawea Head Start,Faculty Lounge (ED Office) ,12/21/01,Sink faucet for washing ,18,0,,,
8559,Sacajawea Head Start,Faculty Restroom ,12/21/01,Sink faucet for washing ,6,0,,,
8560,Sacajawea Head Start,Girls Restroom (1) ,12/21/01,Sink faucet for washing ,10,0,,,
8561,Sacajawea Head Start,Girls Restroom (1) ,12/21/01,Sink faucet for washing ,0,0,,,
8562,Sacajawea Head Start,Girls Restroom (2) ,12/21/01,Sink faucet for washing ,0,0,,,
8563,Sacajawea Head Start,Girls Restroom (2) ,12/21/01,Sink faucet for washing ,0,0,,,
8564,Sacajawea Head Start,Office Storeroom ,12/21/01,Sink faucet for washing ,8,0,,,
8565,Sacajawea Head Start,Office Workroom ,12/21/01,Sink faucet for washing ,7,0,,,
8566,Sacajawea Head Start,Room 100 Restroom ,12/21/01,Sink faucet for washing ,0,0,,,
8567,Scott Elementary School,Boiler room ,8/22/01,Service Connection ,0,0,,,
8568,Scott Elementary School,Cafeteria ,8/22/01,Elkay cooler ,9,4,,,
8569,Scott Elementary School,Gymnasium ,8/22/01,Haws in-wall ,47,7,,,
8570,Scott Elementary School,Gymnasium ,8/22/01,Haws in-wall ,8,0,,,
8571,Scott Elementary School,Kitchen ,8/22/01,Sink for drinking ,67,0,,,
8572,Scott Elementary School,Near office ,8/22/01,Central in-wall ,26,3,,,
8573,Scott Elementary School,Near room 204 ,8/22/01,Central in-wall ,60,2,,,
8574,Scott Elementary School,Near room 307 ,8/22/01,Central in-wall ,2,6,,,
8575,Scott Elementary School,Near room 402 ,8/22/01,Central single bubbler ,2,0,,,
8576,Scott Elementary School,Near room 406 ,8/22/01,Central in-wall ,8,2,,,
8577,Scott Elementary School,Near visual aid ,8/22/01,Central in-wall ,1,0,,,
8578,Scott Elementary School,Room 102 ,8/22/01,Central single bubbler ,12,13,,,
8579,Scott Elementary School,Room 103 ,8/22/01,Central single bubbler ,44,3,,,
8580,Scott Elementary School,Room 104 ,8/22/01,Central single bubbler ,33,2,,,
8581,Scott Elementary School,Room 105 ,8/22/01,Central single bubbler ,11,1,,,
8582,Scott Elementary School,Room 106 ,8/22/01,Central single bubbler ,34,3,,,
8583,Scott Elementary School,Room 203 ,8/22/01,Central single bubbler ,28,2,,,
8584,Scott Elementary School,Room 205 ,8/22/01,Central single bubbler ,15,2,,,
8585,Scott Elementary School,Room 206 ,8/22/01,Central single bubbler ,34,4,,,
8586,Scott Elementary School,Room 207 ,8/22/01,Central single bubbler ,35,3,,,
8587,Scott Elementary School,Room 208 ,8/22/01,Central single bubbler ,14,8,,,
8588,Scott Elementary School,Room 302 ,8/22/01,Central single bubbler ,33,59,,,
8589,Scott Elementary School,Room 303 ,8/22/01,Central single bubbler ,3,11,,,
8590,Scott Elementary School,Room 306 ,8/22/01,Central single bubbler ,14,1,,,
8591,Scott Elementary School,Room 307 ,8/22/01,Central single bubbler ,12,6,,,
8592,Scott Elementary School,Room 402 ,8/22/01,Central single bubbler ,11,40,,,
8593,Scott Elementary School,Gymnasium ,12/5/01,Elkay single bubbler ,0,0,,,
8594,Scott Elementary School,Near office ,12/5/01,Elkay single bubbler ,7,0,,,
8595,Scott Elementary School,Near room 204 ,12/5/01,Elkay single bubbler ,0,0,,,
8596,Scott Elementary School,Room 103 ,12/5/01,Elkay single bubbler ,20,8,,,
8597,Scott Elementary School,Room 104 ,12/5/01,Elkay single bubbler ,0,0,,,
8598,Scott Elementary School,Room 106 ,12/5/01,Elkay single bubbler ,0,0,,,
8599,Scott Elementary School,Room 203 ,12/5/01,Elkay single bubbler ,0,0,,,
8600,Scott Elementary School,Room 205 ,12/5/01,Elkay single bubbler ,0,0,,,
8601,Scott Elementary School,Room 206 ,12/5/01,Elkay single bubbler ,0,0,,,
8602,Scott Elementary School,Room 207 ,12/5/01,Elkay single bubbler ,0,0,,,
8603,Scott Elementary School,Room 302 ,12/5/01,Elkay single bubbler ,0,0,,,
8604,Scott Elementary School,Room 402 ,12/5/01,Elkay single bubbler ,0,0,,,
8605,Scott Elementary School,Kitchen ,12/7/01,Sink for drinking ,0,0,,,
8606,Scott Elementary School,Room 103 ,12/13/01,Elkay single bubbler ,10,2,,,
8607,Scott Elementary School,Boiler Room ,1/19/02,Sink faucet for washing ,0,0,,,
8608,Scott Elementary School,Boys Restroom Across from 305 (L) ,1/19/02,Sink faucet for washing ,5,0,,,
8609,Scott Elementary School,Boys Restroom Across from 305 Ã_Ã‚ ,1/19/02,Sink faucet for washing ,0,0,,,
8610,Scott Elementary School,Boys Restroom Across from Storeroom in 100 Wing Ã_Ã‚,1/19/02,Sink faucet for washing ,0,0,,,
8611,Scott Elementary School,Boys Restroom Near Entrance by Boiler Room,1/19/02,Sink faucet for washing ,0,0,,,
8612,Scott Elementary School,Boys Restroom Near Visual Aids Room (L) ,1/19/02,Sink faucet for washing ,0,0,,,
8613,Scott Elementary School,Boys Restroom Near Visual Aids Room Ã_Ã‚ ,1/19/02,Sink faucet for washing ,0,0,,,
8614,Scott Elementary School,Closet Near Boiler Room Entrance Near Hallway ,1/19/02,Catch Basin ,0,0,,,
8615,Scott Elementary School,Custodial Across for Teachers Rm in 100 Wing,1/19/02,Sink faucet for washing ,0,0,,,
8616,Scott Elementary School,Custodial Closet Near Room 201 ,1/19/02,Sink faucet for washing ,43,0,,,
8617,Scott Elementary School,Custodial Closet Near Room 401 ,1/19/02,Sink faucet for washing ,0,0,,,
8618,Scott Elementary School,Custodial Closet Near Visual Aids Room ,1/19/02,Sink faucet for washing ,0,0,,,
8619,Scott Elementary School,Custodial Room Near Room 305 ,1/19/02,Sink faucet for washing ,21,0,,,
8620,Scott Elementary School,Faculty Room in 100 Wing ,1/19/02,Sink faucet for washing ,58,0,,,
8621,Scott Elementary School,Girls Restroom Across from 401 (L) ,1/19/02,Sink faucet for washing ,0,0,,,
8622,Scott Elementary School,Girls Restroom Across from 401 Ã_Ã‚ ,1/19/02,Sink faucet for washing ,33,0,,,
8623,Scott Elementary School,Girls Restroom Across from Faculty Rm in 100 Wing ,1/19/02,Sink faucet for washing ,0,0,,,
8624,Scott Elementary School,Girls Restroom Near 302 (L) ,1/19/02,Sink faucet for washing ,0,0,,,
8625,Scott Elementary School,Girls Restroom Near 302 Ã_Ã‚ ,1/19/02,Sink faucet for washing ,0,0,,,
8626,Scott Elementary School,Girls Restroom Near Room 201 (L) ,1/19/02,Sink faucet for washing ,0,0,,,
8627,Scott Elementary School,Kitchen Handwash ,1/19/02,Sink faucet for washing ,0,0,,,
8628,Scott Elementary School,Kitchen Restroom ,1/19/02,Sink faucet for washing ,6,0,,,
8629,Scott Elementary School,Restroom in YMCA Room ,1/19/02,Sink faucet for washing ,0,0,,,
8630,Scott Elementary School,Restroom Near 300G ,1/19/02,Sink faucet for washing ,42,0,,,
8631,Scott Elementary School,Room 101 ,1/19/02,Sink faucet for washing ,12,0,,,
8632,Scott Elementary School,Room 102 ,1/19/02,Sink faucet for washing ,42,0,,,
8633,Scott Elementary School,Room 103 ,1/19/02,Sink faucet for washing ,6,0,,,
8634,Scott Elementary School,Room 104 ,1/19/02,Sink faucet for washing ,30,0,,,
8635,Scott Elementary School,Room 105 In-counter Sink ,1/19/02,Sink faucet for washing ,17,0,,,
8636,Scott Elementary School,Room 105 Porcelain Sink ,1/19/02,Sink faucet for washing ,0,0,,,
8637,Scott Elementary School,Room 106 ,1/19/02,Sink faucet for washing ,18,0,,,
8638,Scott Elementary School,Room 201 ,1/19/02,Sink faucet for washing ,6,0,,,
8639,Scott Elementary School,Room 202 ,1/19/02,Sink faucet for washing ,14,0,,,
8640,Scott Elementary School,Room 203 ,1/19/02,Sink faucet for washing ,7,0,,,
8641,Scott Elementary School,Room 204 ,1/19/02,Sink faucet for washing ,16,0,,,
